X,Y,Z,constraint_1,constraint_2
2.8,1.65,643.0628,4,0.8
2.8,1.65,645.9435,6,0.8
2.8,1.65,648.7526,8,0.8
2.8,1.65,651.4939,10,0.8
2.8,1.65,654.0975,12,0.8
2.8,1.65,656.6704,14,0.8
2.8,1.65,640.1047,2,0.9
2.8,1.65,643.0003,4,0.9
2.8,1.65,645.863,6,0.9
2.8,1.65,648.6861,8,0.9
2.8,1.65,651.4077,10,0.9
2.8,1.65,654.0088,12,0.9
2.8,1.65,656.5823,14,0.9
2.8,1.8,619.8182,2,0.2
2.8,1.8,623.8951,4,0.2
2.8,1.8,627.8118,6,0.2
2.8,1.8,632.4835,8,0.2
2.8,1.8,636.5442,10,0.2
2.8,1.8,640.6701,12,0.2
2.8,1.8,644.4657,14,0.2
2.8,1.8,627.5277,2,0.3
2.8,1.8,631.0446,4,0.3
2.8,1.8,635.2526,6,0.3
2.8,1.8,638.9416,8,0.3
2.8,1.8,642.7282,10,0.3
2.8,1.8,646.6331,12,0.3
2.8,1.8,650.6646,14,0.3
2.8,1.8,633.2503,2,0.4
2.8,1.8,636.7998,4,0.4
2.8,1.8,640.1701,6,0.4
2.8,1.8,643.8101,8,0.4
2.8,1.8,647.3033,10,0.4
2.8,1.8,650.8973,12,0.4
2.8,1.8,654.4219,14,0.4
2.8,1.8,637.1445,2,0.5
2.8,1.8,640.5373,4,0.5
2.8,1.8,643.9232,6,0.5
2.8,1.8,647.1408,8,0.5
2.8,1.8,650.2835,10,0.5
2.8,1.8,653.6519,12,0.5
2.8,1.8,657.0665,14,0.5
2.8,1.8,639.8873,2,0.6
2.8,1.8,643.103,4,0.6
2.8,1.8,646.3026,6,0.6
2.8,1.8,649.2389,8,0.6
2.8,1.8,652.3575,10,0.6
2.8,1.8,655.4201,12,0.6
2.8,1.8,658.5062,14,0.6
2.8,1.8,641.6526,2,0.7
2.8,1.8,644.9606,4,0.7
2.8,1.8,647.7188,6,0.7
2.8,1.8,650.6454,8,0.7
2.8,1.8,653.513,10,0.7
2.8,1.8,656.3943,12,0.7
2.8,1.8,659.1852,14,0.7
2.8,1.8,642.6387,2,0.8
2.8,1.8,645.5609,4,0.8
2.8,1.8,648.2209,6,0.8
2.8,1.8,651.0351,8,0.8
2.8,1.8,653.7956,10,0.8
2.8,1.8,656.4523,12,0.8
2.8,1.8,659.0449,14,0.8
2.8,1.8,642.5743,2,0.9
2.8,1.8,645.4938,4,0.9
2.8,1.8,648.1358,6,0.9
2.8,1.8,650.961,8,0.9
2.8,1.8,653.7035,10,0.9
2.8,1.8,656.3396,12,0.9
2.8,1.8,658.9159,14,0.9
2.8,1.9,619.75,2,0.2
2.8,1.9,623.593,4,0.2
2.8,1.9,627.5268,6,0.2
2.8,1.9,632.2944,8,0.2
2.8,1.9,636.3418,10,0.2
2.8,1.9,639.8122,12,0.2
2.8,1.9,643.8498,14,0.2
2.8,1.9,627.8524,2,0.3
2.8,1.9,631.3848,4,0.3
2.8,1.9,635.6521,6,0.3
2.8,1.9,639.212,8,0.3
2.8,1.9,643.0359,10,0.3
2.8,1.9,646.9272,12,0.3
2.8,1.9,650.4161,14,0.3
2.8,1.9,633.9072,2,0.4
2.8,1.9,637.4494,4,0.4
2.8,1.9,640.8766,6,0.4
2.8,1.9,644.537,8,0.4
2.8,1.9,648.0362,10,0.4
2.8,1.9,651.4685,12,0.4
2.8,1.9,655.2388,14,0.4
2.8,1.9,638.2403,2,0.5
2.8,1.9,641.3997,4,0.5
2.8,1.9,644.8194,6,0.5
2.8,1.9,648.0051,8,0.5
2.8,1.9,651.2529,10,0.5
2.8,1.9,654.7001,12,0.5
2.8,1.9,658.2125,14,0.5
2.8,1.9,641.086,2,0.6
2.8,1.9,644.3122,4,0.6
2.8,1.9,647.2953,6,0.6
2.8,1.9,650.4566,8,0.6
2.8,1.9,653.5914,10,0.6
2.8,1.9,656.7078,12,0.6
2.8,1.9,659.8663,14,0.6
2.8,1.9,642.9107,2,0.7
2.8,1.9,645.9629,4,0.7
2.8,1.9,648.9753,6,0.7
2.8,1.9,651.9079,8,0.7
2.8,1.9,654.808,10,0.7
2.8,1.9,657.7312,12,0.7
2.8,1.9,660.483,14,0.7
2.8,1.9,643.8933,2,0.8
2.8,1.9,646.5979,4,0.8
2.8,1.9,649.4819,6,0.8
2.8,1.9,652.3051,8,0.8
2.8,1.9,655.079,10,0.8
2.8,1.9,657.771,12,0.8
2.8,1.9,660.3742,14,0.8
2.8,1.9,643.825,2,0.9
2.8,1.9,646.5108,4,0.9
2.8,1.9,649.3907,6,0.9
2.8,1.9,652.2089,8,0.9
2.8,1.9,654.9823,10,0.9
2.8,1.9,657.6374,12,0.9
2.8,1.9,660.2067,14,0.9
